scorer,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000,DLC_resnet50_Cat_videoFeb2shuffle1_50000
69,236.11848351640256,579.7003103787645,0.01259988360106945,503.3320848051966,724.0146527775789,0.9997618794441223,110.45014263987218,956.036736897989,0.006905747577548027,263.48840699178817,826.334442295523,0.999942421913147
70,181.8337120568414,679.9981396362095,0.9996823072433472,459.1028179352293,723.8919507197184,0.9998810291290283,279.0311596918639,784.9047615280862,0.018780501559376717,236.91594740358977,823.0050282939585,0.9997114539146423
71,91.42018074634214,823.1417680655529,0.016077902168035507,409.29830532759297,726.8683345670588,0.9970970153808594,162.35193977646102,822.7502329877086,0.02033269591629505,191.9731265894833,818.8765003915489,0.9998058676719666
72,119.8055762566117,746.1415895157959,0.005542492959648371,341.5031446359745,761.0867549781068,0.9983953833580017,169.26559251226948,887.7618348998932,0.005700085777789354,136.039893276505,840.9175784774519,0.539292573928833
73,308.1622684881548,826.0034915768506,0.020464038476347923,252.13515671771918,835.2245153025721,0.9994673132896423,250.48014401974257,826.1920895431188,0.014276263304054737,84.63121219028882,868.6254124735703,0.24860349297523499
74,160.88619997422066,931.4395532853321,0.020514288917183876,159.7628812134176,919.0898167692753,0.9983673691749573,152.3107585307564,895.1384476125136,0.01300773210823536,43.78403640877605,905.8461754993867,0.018491879105567932
75,104.85805536795765,995.8554275380574,0.016068173572421074,71.5340015081019,984.4835248588349,0.9997822642326355,194.03026832434932,909.8638549094569,0.008129221387207508,35.599585546200515,962.3836840713873,0.02978818118572235
76,32.807416798442084,1022.9094216077463,0.009379369206726551,3.4981670230378277,1022.3276402751404,0.03500404581427574,118.39565444114876,946.5627947264562,0.0007888840045779943,94.07394494963424,995.4456724168556,0.0010592015460133553
77,86.55013810354575,1074.4519058976687,1.1209102012799121e-05,-61.60390171496426,1068.6653791593192,6.654160097241402e-05,140.87668429765247,904.603697646526,1.7074567949748598e-05,89.99660188702981,1068.981319417357,1.9005234207725152e-05
78,92.3642259992059,1114.0113156465711,9.248546120943502e-06,-116.66903165639366,1096.9574950488295,5.369524660636671e-05,122.02726234097598,899.4520321830796,1.4503864804282784e-05,42.487465961154186,1082.3221915624395,1.5954852642607875e-05
79,64.6374216755355,1140.9522853317858,1.0020466106652748e-05,-161.47744414266487,1118.74055826744,5.497827078215778e-05,133.62553349087426,886.6921461600693,1.4689699128211942e-05,27.273912286194257,1102.1053906104548,1.5279465515050106e-05
80,97.07111331633564,1167.7168578129742,1.0834294698724989e-05,-194.30643173969176,1135.933811127728,5.870983295608312e-05,135.36985258062256,898.3181445954345,1.5785361028974876e-05,39.64455855916625,1105.800264309445,1.744901055644732e-05
81,52.88646391477409,1189.8086498961952,1.1959861694776919e-05,-215.08735396429114,1148.7109637067604,6.375394877977669e-05,138.7981895938624,890.7239547495049,1.713454730634112e-05,67.80450844118171,1110.8459488816623,1.9345079635968432e-05
82,64.41175908948073,1208.831448459121,1.4406925401999615e-05,-224.54216413299355,1158.9865121149562,6.772761116735637e-05,134.95594803282407,900.3608996940388,3.2323045161319897e-05,46.91876742382355,1117.1814117451593,2.270983168273233e-05
83,92.84831421491204,1224.7112198539119,1.4214239854482003e-05,-224.15275075773627,1165.8831942555175,7.16631839168258e-05,139.7970442565398,891.1589156287547,2.3369180780719034e-05,25.25465480164942,1112.2308918271465,2.5088791517191567e-05
84,54.55944368071301,1238.44658977825,1.2438832527550403e-05,-215.87576627126717,1171.325304184046,3.189707422279753e-05,136.40318415771344,898.7058509334468,3.795915836235508e-05,43.50528832168123,1119.7771821144813,3.134342114208266e-05
85,80.93205125084178,1249.4169957287695,1.6652580598019995e-05,-201.88785134666676,1174.3893468368867,5.4341468057828024e-05,139.1998957497373,889.7104792653637,4.3901723984163254e-05,62.72225099263892,1113.5283124290838,3.402890797588043e-05
86,77.09635267440906,1258.548128751546,4.756389171234332e-05,-184.37701865003905,1176.570689968796,0.0002307193644810468,136.19524599025542,896.6889183031092,0.00010854172433027998,43.9513773664146,1116.6132095264668,6.590667908312753e-05
87,53.820834469577754,1265.7358244219981,0.00011241146421525627,-165.36959841430905,1177.0773544451197,0.00024176859005820006,138.54507357183783,888.4683971252259,0.0002091082715196535,27.04201456578117,1115.266365591238,0.00012529089872259647
88,86.30360226261034,1271.2368035447282,0.00014009138976689428,-146.6049115866262,1177.0811268353223,0.00039375663618557155,135.7152115669676,894.9840699244506,0.001734626479446888,44.70136401901666,1111.9198028604026,0.00017512947670184076
89,65.68577724124377,1275.2508033414992,0.028375331312417984,-129.45735213299804,1175.8875049874553,0.8176730275154114,37.894934607402234,899.7606544549134,0.03779284656047821,58.813188592085886,1115.2009101990752,0.15928620100021362
90,150.7118652274421,982.8758612877937,0.009224509820342064,190.53261839483767,986.985302809626,0.5529699325561523,105.62213668408975,965.5196227443391,0.00723608210682869,127.19797068330998,985.014576406247,0.028806481510400772
91,217.4526140179047,964.696206155416,0.011609195731580257,222.9189975878045,972.4787869957678,0.5267112851142883,135.68895271825852,958.7987761784345,0.09824950248003006,151.5043197776435,978.7713194658674,0.07630839198827744
92,184.87811785750756,950.9010240936292,0.183421328663826,246.90883909945393,957.0104318696997,0.09556210786104202,161.0286754253186,943.2927147857305,0.030325500294566154,203.40235739242428,952.8415112702044,0.024135060608386993
93,5.484197322863029,905.7397300171798,0.9817675948143005,266.3069112760388,932.8072202530207,0.8939570784568787,211.58390251609217,938.5066115510124,0.05277719348669052,192.5907647259917,869.6331482950733,0.05290408432483673
94,42.96299088635246,850.2661025523927,0.9997312426567078,290.82502483646056,929.1120606162654,0.9544188976287842,220.62899348587803,935.7144410806435,0.09211858361959457,65.38518140329971,876.6334436959027,0.04350302368402481
95,21.11953044340696,847.3492552362501,0.999931812286377,321.18065311416694,926.7968604204185,0.9999167919158936,263.28236762831347,934.1853870160891,0.012626582756638527,41.57896379553256,937.7948753081918,0.027790257707238197
96,142.3326380834762,887.8394616429105,0.9997108578681946,354.22001426344633,908.0766751044872,0.9998418092727661,279.64922631791956,923.8033946195625,0.009438478387892246,145.83183721993268,899.842886836629,0.02550819329917431
97,5.789299462328054,905.3855501038097,0.9994822144508362,383.7821583953135,889.7043009342999,0.999861478805542,184.02947011871237,904.5621217631798,0.007048707455396652,185.16390131812383,868.7815578736167,0.019328981637954712
98,94.38475698845707,887.7328175661718,0.9991102814674377,405.2031897099954,887.9949708308114,0.9982566237449646,163.6455043036741,902.171895673285,0.02039022371172905,152.98526905130987,869.8702403080002,0.021073559299111366
99,153.53178483162858,876.9703682414562,0.9996428489685059,412.61609452339695,890.9804094689564,0.9942796230316162,270.97029950279233,906.4243424756118,0.017600934952497482,83.38667023892788,904.5022596288123,0.041805118322372437
100,106.60401172730101,880.7232230178522,0.9998461008071899,420.6171087326941,890.8685309104555,0.9989327788352966,271.86914026564915,898.464580512855,0.024290749803185463,220.40523187734485,868.1388746202734,0.03264699876308441
101,175.6815091951416,890.8951885638852,0.999221682548523,426.69114619733,882.9814547141445,0.9991331696510315,355.7167879901655,895.8797205314878,0.016272520646452904,365.6283469134927,888.9518349685922,0.028777334839105606
102,188.74547559593935,904.4200053241289,0.9999055862426758,435.18518619907735,872.5639278640979,0.9995917677879333,377.1842405046311,896.3966677576198,0.02072099782526493,400.11014553799333,888.3663174207232,0.020903779193758965
103,191.04632773171218,912.8554965617222,0.9999328851699829,448.15810488013636,860.4738482647866,0.9976358413696289,389.69554556010485,882.1885109873878,0.019709737971425056,215.9008934421713,862.4497146747691,0.02336730994284153
104,233.84191294467345,910.3661105616892,0.9999432563781738,458.88129819882914,856.2529778060888,0.9990424513816833,408.47338253693107,881.7825593938626,0.02143925055861473,274.5928763089379,901.8796235408369,0.02183753252029419
105,237.49610678264847,903.4891303912683,0.9998613595962524,466.5731856138734,860.5907028656746,0.9994364380836487,418.34455912547,883.6610310879241,0.013391966931521893,349.9657669115575,885.1384678414162,0.019018758088350296
106,244.01172608879097,901.3925594919257,0.9998446702957153,472.676171559569,870.6489197763451,0.9990653395652771,432.99986150698965,879.5223904799745,0.01465802825987339,377.77059191864475,873.0380956475511,0.020616887137293816
107,272.48222488646695,906.782965414879,0.9997726082801819,474.0026551928779,879.827458844582,0.9995893836021423,439.2057177049694,880.908924048734,0.01389230228960514,309.209895375563,896.1506217677837,0.03840993717312813
108,272.4582492180083,911.39071848748,0.9998894929885864,473.58521657213345,870.7614042856375,0.9993681311607361,445.210425552766,876.9442661845771,0.010487363673746586,262.70008626337966,911.1311860618449,0.023322876542806625
109,270.5769340096309,897.358529027479,0.9999524354934692,465.6254119222701,849.5169180922007,0.9997565150260925,442.4776418568286,864.0975003761281,0.010832908563315868,352.72759927585,879.5286917229272,0.024121064692735672
110,279.5616637986113,865.7414211692021,0.9998846054077148,451.6226871690153,821.5288682193889,0.9998725652694702,357.77173751174473,868.798615383834,0.009824219159781933,363.70324679754964,799.9531418808398,0.020073143765330315
111,274.232318072777,830.2318459564558,0.9999383687973022,436.7994975713906,788.5645438292725,0.998591959476471,416.8471779003131,829.0723760424993,0.010953722521662712,336.58244112495674,837.0011109558181,0.023643696680665016
112,272.6296882256675,801.0585185418848,0.9995601773262024,418.8133133397813,764.9622167120134,0.9995842576026917,322.0779911947618,833.2505633078385,0.011218538507819176,298.0033841745725,781.9832345520284,0.01732727326452732
113,272.7024443374024,779.7966141182484,0.9987668991088867,405.1952543769067,744.171661344498,0.9999254941940308,378.0765970645276,802.2922058556811,0.01241155806928873,317.7006015096919,797.5267842884313,0.018401075154542923
114,266.4210135036903,760.1973319643716,0.9992747902870178,391.75568818969333,727.2860278608756,0.9993023872375488,387.27639832428594,775.3959297467833,0.1084052175283432,273.3010380031315,740.5763542122899,0.016074469313025475
115,265.91575676860265,743.129969203786,0.9998481273651123,379.8157857851805,711.9355358593285,0.998497486114502,423.93068546728045,1058.42563602554,0.07516983896493912,233.48967539907503,751.5719052880974,0.012769704684615135
116,272.3073357177303,732.5170692863237,0.9998739957809448,376.6944146302988,706.412431004033,0.9985256791114807,479.62589424832026,1051.8677316132162,0.014508773572742939,267.6308953509272,738.5382972386228,0.010847792960703373
117,277.53091998993085,733.5739691249277,0.9999265670776367,380.7588889275953,709.3943795474672,0.999884843826294,457.86663259434846,1000.2834733060076,0.011428817175328732,314.2605591211136,735.512148298614,0.02248542755842209
118,271.5574933386428,745.0981865882816,0.9993399977684021,383.10272079952944,720.3400210892479,0.999360978603363,449.42104350311394,797.0859481908464,0.011057039722800255,316.8708429827826,721.3594497939873,0.01799517497420311
119,266.7078082140823,758.8359199422863,0.9986943602561951,382.08948281224184,727.2039986037872,0.9994058609008789,394.7429358117643,758.3311752700951,0.012759698554873466,316.3196818627347,743.2547074093056,0.016626926138997078
120,271.0745344538319,764.8138153418269,0.9984604120254517,382.98193357099007,727.2119053097573,0.9997021555900574,403.9443488604287,834.4893022113974,0.010563569143414497,294.5734211536302,767.1829695311635,0.012788797728717327
121,282.4375346786535,763.8713053633716,0.9982022047042847,388.1452517880801,726.8844912808244,0.9992577433586121,417.02852543276214,1015.9449790265213,0.011164519935846329,295.014686204435,751.0037847334975,0.01905742660164833
122,291.9131203054914,760.7628351234644,0.9992770552635193,398.2770917560665,719.2456405971429,0.9979684948921204,368.96933861628844,853.8905550893467,0.020373249426484108,273.6854544252986,753.2227979550261,0.028652328997850418
123,306.08397612231164,755.7538345013214,0.9939919114112854,413.20037743918857,709.716777243912,0.9990823268890381,387.01169781063174,716.3832835874562,0.009448148310184479,283.72976945878753,748.9683598739409,0.017254643142223358
124,308.6839545899451,752.828122512307,0.9816575050354004,423.3785467289463,709.7255398015714,0.9983312487602234,364.6359150347011,852.1022062860802,0.015388661064207554,327.94801435697906,747.4851226412949,0.020637284964323044
125,313.6429789209977,759.0731825937643,0.9918828010559082,434.4897851688102,714.1834690354627,0.9992619156837463,318.08829355327043,774.8623433361832,0.011075042188167572,339.60354849709057,769.9302400648529,0.023763027042150497
126,318.8999000062429,769.8724122658922,0.9935736060142517,447.43367204320566,714.6736459462546,0.999896764755249,358.7561751853159,827.0449091258115,0.010266905650496483,308.81375262112834,758.2963724717009,0.014093801379203796
127,305.53483524066644,778.3270488717703,0.992358386516571,456.0834894692675,720.8982328508646,0.9999395608901978,296.99793072746553,772.5839432631327,0.02615433931350708,297.47803805740244,779.6113435266506,0.031142398715019226
128,299.0764382171761,786.750059828107,0.9896270036697388,458.1579054094112,722.3370627778602,0.9999490976333618,336.79892326720244,830.382413656133,0.015199994668364525,322.4001261690554,775.2352487842846,0.03361019119620323
129,319.9822872908739,794.0761917685197,0.9883163571357727,471.35561891661047,728.9659889209412,0.9999442100524902,300.4523797419961,779.739114082684,0.023435095325112343,332.6789189281966,790.0557380222873,0.0687623992562294
130,318.9270815882022,803.9072277943899,0.9935781955718994,483.0525777442106,740.2348877131354,0.9999325275421143,331.0734947176194,825.1919779537086,0.012090357020497322,310.067292401368,802.1857635320794,0.05656348913908005
131,301.74627433057896,820.6714342180467,0.9797523021697998,486.9525284590228,748.8873274899976,0.9998188614845276,300.8928949987537,799.8038379528896,0.018913762643933296,296.87452304744863,815.5096111909075,0.07810940593481064
132,307.4486291817833,830.2184479667937,0.989094078540802,490.8583146921363,732.4642201288277,0.9995244741439819,326.1477785516828,834.9023010795299,0.008465676568448544,318.16263458107403,806.2375252320955,0.08543072640895844
133,338.2453778849739,818.2708680000393,0.9673576354980469,505.0431389899976,711.198137321596,0.9997836947441101,311.46411282261437,785.1511785675675,0.021138913929462433,340.56272307144036,796.7737376985639,0.0973493680357933
134,332.35771835776706,805.6870378877675,0.9840154647827148,513.209858975911,702.602070460878,0.9999741315841675,330.4302563604026,822.4225213979335,0.015828795731067657,333.640576552651,812.6297425301158,0.04286420717835426
135,314.7367456959202,809.6022153322992,0.9881248474121094,508.6080567671865,700.3730424648318,0.999836802482605,313.2943013704207,800.0182786846871,0.01769302785396576,323.8958278874508,800.4385848613954,0.04059941694140434
136,325.0213711231579,815.7107335941893,0.9837778806686401,501.18231416619244,692.3885249240725,0.9998471736907959,324.64400960540854,820.1735361302898,0.015367137268185616,336.2836268903211,805.5100124545535,0.1730026751756668
137,320.7306454855796,811.9358327558458,0.9856660962104797,493.72518919547974,692.2899694640442,0.9998618364334106,311.5928463709478,795.9906656458311,0.012257031165063381,343.929379630271,798.6972881448227,0.10676875710487366
138,315.6427938524605,805.5136906402587,0.9862822890281677,486.9147246906995,688.0997161358198,0.9999557733535767,316.95286347572267,810.4501272585236,0.011888929642736912,323.6625347403211,803.0042538125753,0.11183489114046097
139,300.539344489148,805.7782883196693,0.0,478.36455590866365,692.5357512114267,0.0,304.10247568945977,803.091283844088,0.0,305.24680862494364,803.78246315848,0.0
